,x_stderr,accuracy_score_stderr,f1_score_stderr,roc_auc_score_stderr,empirical_robustness_stderr
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.00022267131656732202,0.000268787926386198,0.00012927242893084022,0.0
2,0.0,0.0,0.0,9.893298132461351e-05,0.0
3,0.0,0.00023804565041625757,0.0002854259404597634,1.9786596264919275e-05,0.0
4,0.0,0.00022267131656734896,0.00026699151962455525,2.1959966750432726e-05,0.0
5,0.0,0.0,0.0,1.0254181422318907e-05,0.0
6,0.0,0.0,0.0,2.0233807450542807e-05,0.0
7,0.0,0.00022267131656733444,0.0002661000621299926,2.7412578404269492e-05,0.0
8,0.0,0.00040362603804265933,0.0004815086626157394,3.0277936194162695e-05,0.0
9,0.0,0.00022267131656734896,0.0002439973747730331,3.252225086318753e-05,0.0
10,0.0,0.0004453426331346635,0.00048718412703848,3.234213449671335e-05,0.0
11,0.0,0.00040362603804265033,0.00044158024017154374,3.400561756046037e-05,0.0
12,0.0,0.00040362603804265163,0.00044040141846427467,3.400561756046037e-05,0.0
13,0.0,0.0004373177842565533,0.0004676329378986797,3.3575265759967475e-05,0.0
14,0.0,0.0006680139497019975,0.0007412288313041038,3.4440516376945654e-05,0.0
15,0.0,0.0006519148622448182,0.0007229919514540285,3.3718405133935797e-05,0.0
16,0.0,0.0004373177842565533,0.00047685797814331484,3.8693431348674414e-05,0.0
17,0.0,0.0004373177842565533,0.00047685797814331484,3.7733954192705304e-05,0.0
18,0.0,0.00044534263313467413,0.00048563815091792035,3.7733954192705304e-05,0.0
19,0.0,0.00022267131656732723,0.0002424163904250188,3.49962970663352e-05,0.0
20,0.0,0.0,0.0,3.49962970663352e-05,0.0
21,0.0,0.0,0.0,3.529688210933288e-05,0.0
22,0.0,0.0,0.0,3.529688210933441e-05,0.0
23,0.0,0.00022267131656733444,0.0002633520048001487,3.529688210933441e-05,0.0
24,0.0,0.00022267131656733444,0.0002633520048001487,4.1734659251702745e-05,0.0
25,0.0,0.00022267131656733444,0.0002633520048001487,4.173465925170202e-05,0.0
26,0.0,0.00022267131656732723,0.0002633520048001361,4.173465925170202e-05,0.0
27,0.0,0.00022267131656732723,0.0002633520048001361,4.173465925170202e-05,0.0
28,0.0,0.00022267131656732723,0.0002633520048001361,4.907359544300945e-05,0.0
29,0.0,0.00022267131656732723,0.0002633520048001361,4.907359544300155e-05,0.0
30,0.0,0.00022267131656732723,0.0002633520048001361,4.907359544300958e-05,0.0
31,0.0,0.00022267131656732723,0.0002633520048001361,4.907359544300945e-05,0.0
32,0.0,0.00022267131656732723,0.0002633520048001361,4.907359544300945e-05,0.0
33,0.0,0.0003763832212057706,0.00044441181294875267,5.3531300845651166e-05,0.0
34,0.0,0.0004373177842565545,0.0005163280497623176,5.3531300845651166e-05,0.0
35,0.0,0.0005830903790087211,0.0006874401919818146,5.3531300845651166e-05,0.0
36,0.0,0.00040362603804265033,0.00047504101818056686,5.3531300845651166e-05,0.0
37,0.0,0.00029154518950435545,0.00034291608487285415,5.409887304011028e-05,0.0
38,0.0,0.00023804565041623247,0.0002796814099447439,5.296585973167138e-05,0.0
39,0.0,0.00040362603804265933,0.0004570507320291893,5.929274870699111e-05,0.0
40,0.0,0.00040362603804265933,0.0004570507320291893,5.9292748706985374e-05,0.0
41,0.0,0.00040362603804265933,0.0004570507320291893,5.929274870697204e-05,0.0
42,0.0,0.00040362603804265933,0.0004570507320291893,5.929274870699111e-05,0.0
43,0.0,0.00040362603804265933,0.0004570507320291893,5.929274870699111e-05,0.0
44,0.0,0.0003763832212057706,0.0004419129207021991,5.929274870699111e-05,0.0
45,0.0,0.0003763832212057706,0.0004419129207021991,5.9292748706990714e-05,0.0
46,0.0,0.0003763832212057706,0.0004419129207021991,5.9292748706990714e-05,0.0
47,0.0,0.0004373177842565545,0.0005223898707353156,5.9292748706990714e-05,0.0
48,0.0,0.0004373177842565545,0.0005223898707353156,5.929274870698498e-05,0.0
49,0.0,0.00044534263313467413,0.0005303948062239383,5.929274870699111e-05,0.0
50,0.0,0.00044534263313467413,0.0005303948062239383,5.929274870699111e-05,0.0
51,0.0,0.00044534263313467413,0.0005303948062239383,5.929274870699111e-05,0.0
52,0.0,0.00044534263313467413,0.0005303948062239383,5.925238336507728e-05,0.0
53,0.0,0.0003763832212057795,0.00044042507986380723,5.929274870699111e-05,0.0
54,0.0,0.0003763832212057656,0.0004084922083583846,5.934041780177336e-05,0.0
55,0.0,0.00040362603804265933,0.0004393917441483274,5.934041780177336e-05,0.0
56,0.0,0.00040362603804265933,0.0004393917441483274,5.935560100764114e-05,0.0
57,0.0,0.00040362603804265933,0.0004393917441483274,5.935560100763863e-05,0.0
58,0.0,0.00040362603804265933,0.0004393917441483274,5.935560100763863e-05,0.0
59,0.0,0.00040362603804265933,0.0004393917441483274,5.9355601007639086e-05,0.0
60,0.0,0.00040362603804265933,0.0004393917441483274,5.935560100764159e-05,0.0
61,0.0,0.00040362603804265933,0.0004393917441483274,5.935560100764114e-05,0.0
62,0.0,0.00029154518950437594,0.00031242979659852903,5.9308991932212064e-05,0.0
63,0.0,0.00029154518950437594,0.00031242979659852903,5.9308991932212545e-05,0.0
64,0.0,0.0003763832212057706,0.00040801246112872485,5.929274870699111e-05,0.0
65,0.0,0.0003763832212057656,0.0004234132268912466,5.9292748706990714e-05,0.0
66,0.0,0.0004453426331346759,0.0004928652224561279,5.929274870699111e-05,0.0
67,0.0,0.0004453426331346759,0.0004928652224561279,5.870870435812385e-05,0.0
68,0.0,0.0004453426331346759,0.0004928652224561279,5.870870435812385e-05,0.0
69,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358150745e-05,0.0
70,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358152385e-05,0.0
71,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358150365e-05,0.0
72,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358150365e-05,0.0
73,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358150365e-05,0.0
74,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358150365e-05,0.0
75,0.0,0.0004453426331346759,0.0004928652224561279,5.8708704358150365e-05,0.0
76,0.0,0.0007141369512487328,0.0007839998931275518,6.541035135215191e-05,0.0
77,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281508e-05,0.0
78,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281626e-05,0.0
79,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281626e-05,0.0
80,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281626e-05,0.0
81,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281626e-05,0.0
82,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281508e-05,0.0
83,0.0,0.0006519148622448291,0.0007141444104920813,6.308111353281508e-05,0.0
84,0.0,0.0008705769128847808,0.0009495964736119004,8.522576712591158e-05,0.0
