,x,accuracy_score,f1_score,roc_auc_score
0,76.0,0.8320000000000001,0.8384615384615384,0.9329063146997927
1,86.0,0.8436,0.8483604146921977,0.9275216744306418
2,96.0,0.8516,0.8549466743161516,0.926361930641822
3,106.0,0.8582000000000001,0.8606189625146896,0.9239001035196687
4,116.0,0.8603999999999999,0.862348704855848,0.9220982142857144
5,126.0,0.8666,0.8674436062778008,0.9231803183229813
6,136.0,0.8671999999999999,0.8679853165971169,0.9223877458592133
7,146.0,0.8699999999999999,0.8702901658415794,0.9231123835403727
8,156.0,0.8713999999999998,0.8713318260767359,0.9242365424430643
9,166.0,0.8714000000000001,0.8713319258751101,0.922570522774327
10,176.0,0.8734,0.8728912373752629,0.9226141951345757
11,186.0,0.8744,0.8736718818961402,0.9235960144927537
12,196.0,0.8742000000000001,0.8734413218563558,0.9237852613871634
13,206.0,0.8754,0.8744464203167167,0.9234051501035196
14,216.0,0.8765999999999998,0.8754605201393797,0.9228568193581781
15,226.0,0.8779999999999999,0.8767113437529973,0.9221515916149068
16,236.0,0.8789999999999999,0.8773937748422972,0.9222680512422359
17,246.0,0.8800000000000001,0.8782436237381782,0.9223877458592133
18,256.0,0.8808,0.8791220723884032,0.9222259963768116
19,266.0,0.881,0.8791543730736036,0.9229215191511386
20,276.0,0.881,0.8791501088686454,0.9232110507246375
21,286.0,0.8808,0.8789069522334175,0.9234811723602485
22,296.0,0.8817999999999999,0.8797921235089904,0.923833786231884
23,306.0,0.8816,0.8794636824667638,0.924035973084886
24,316.0,0.8815999999999999,0.8794106058799203,0.9239728907867493
25,326.0,0.8822000000000001,0.8800081892661185,0.9237189440993788
26,336.0,0.8827999999999999,0.8805919171776331,0.9239340709109731
27,346.0,0.8818000000000001,0.8796476565318587,0.9237043866459628
28,356.0,0.8816,0.8794687427251151,0.9233922101449276
29,366.0,0.8824,0.8801828452984919,0.923432647515528
30,376.0,0.8838000000000001,0.8815355814322601,0.9234844073498965
31,386.0,0.8838000000000001,0.8814793832562516,0.9235879270186335
32,396.0,0.8840000000000001,0.881707149116379,0.9230622412008282
33,406.0,0.8848,0.882434971319431,0.9231528209109732
34,416.0,0.8848,0.8824199431444383,0.9228341744306418
35,426.0,0.8852,0.8826818842976409,0.9230767986542443
36,436.0,0.885,0.8824986716334313,0.9229829839544512
37,446.0,0.8847999999999999,0.8823132287078306,0.9234067675983437
38,456.0,0.8855999999999999,0.8830786914351938,0.9236008669772258
39,466.0,0.8854000000000001,0.8828983984591078,0.9236801242236024
40,476.0,0.8840000000000001,0.8816326530612246,0.9233178053830228
