,x,accuracy_score,f1_score,roc_auc_score,empirical_robustness
5,0.0,0.0012495474336961239,0.0012495474336961239,0.0007463579234417463,0.0001176012922097408
6,0.0,0.0019611520103609346,0.0019611520103609346,0.000653783101217372,0.0002020447464542134
7,0.0,0.0019459136131046973,0.0019459136131046973,0.0004528910404177542,0.00017655896595418247
8,0.0,0.0018050443773594976,0.0018050443773594976,0.0002665961118797007,0.0001939112158660202
9,0.0,0.0015925746481906136,0.0015925746481906136,0.00024150682467624253,0.00014690592135605562
10,0.0,0.0006467227860432221,0.0006467227860432221,0.00037533451221981345,0.00011910021734691753
11,0.0,0.001341461315641493,0.001341461315641493,0.00025457330172239166,0.0001244407478339833
12,0.0,0.0015120307054217203,0.0015120307054217203,0.000537217694844548,0.00013956919617472605
13,0.0,0.0013364589564574666,0.0013364589564574666,0.0002264981756607677,0.00012053085269088875
14,0.0,0.0014352681510600472,0.0014352681510600472,0.0003230201275777254,0.00015805387498976227
15,0.0,0.0008965239227331973,0.0008965239227331973,0.00026253693787500336,0.00011758999387995295
16,0.0,0.0011346791026121004,0.0011346791026121004,0.0002328815600333532,0.0001247651005786759
17,0.0,0.0010946189011659785,0.0010946189011659785,0.00018399154924290479,0.00011063524866842057
18,0.0,0.0010502050608654436,0.0010502050608654436,0.00015137352836152467,8.93268176637573e-05
19,0.0,0.0011054435788498834,0.0011054435788498834,0.00015035605090011594,7.646658788013816e-05
20,0.0,0.0011580502330095525,0.0011580502330095525,0.00011081222794903073,4.7098796224087634e-05
21,0.0,0.0011340230290662807,0.0011340230290662807,0.00011102196099414837,5.139236536097507e-05
22,0.0,0.000617283950617289,0.000617283950617289,7.690130943632044e-05,3.2140757982241935e-05
23,0.0,0.0007990862336885769,0.0007990862336885769,5.169377771957382e-05,8.620463869810709e-05
24,0.0,0.0006327630967151442,0.0006327630967151442,9.464961659269663e-05,8.623022058392223e-05
25,0.0,0.0004564876375848438,0.0004564876375848438,0.0001091220306029255,9.236754243054973e-05
26,0.0,0.0006467227860432147,0.0006467227860432147,0.00010235159092097702,6.735771260153286e-05
27,0.0,0.000438187372361136,0.000438187372361136,0.00010875051860240607,6.431041563073035e-05
28,0.0,0.0005247480906147865,0.0005247480906147865,0.00013860237146349187,0.00011959919771024808
29,0.0,0.0006327630967151502,0.0006327630967151502,4.156877412870897e-05,7.52696944553857e-05
30,0.0,0.00038772668291360383,0.00038772668291360383,6.0477321951310586e-05,3.581878225473004e-05
31,0.0,0.0007609214090785458,0.0007609214090785458,9.873035155615735e-05,5.059604867983022e-05
32,0.0,0.0003877266829136205,0.0003877266829136205,4.478172775594334e-05,2.2693956278983548e-05
33,0.0,0.00037800767635543626,0.00037800767635543626,7.952611401514034e-05,3.620622108640273e-05
34,0.0,0.00043134027343745947,0.00043134027343745947,7.422810876122973e-05,3.510337218280588e-05
35,0.0,0.0003110438946102921,0.0003110438946102921,7.359614595051118e-05,3.214418468017745e-05
36,0.0,0.00024703411409849734,0.00024703411409849734,6.943264101780715e-05,4.373089393646667e-05
37,0.0,0.00030864197530864343,0.00030864197530864343,3.95861625252595e-05,3.832574771669163e-05
38,0.0,0.0002988413075777408,0.0002988413075777408,5.2034541189310885e-05,3.5473950924158e-05
39,0.0,0.0003877266829136154,0.0003877266829136154,0.00010347913773208342,3.6892970362775435e-05
40,0.0,0.00042438271604939583,0.00042438271604939583,7.439278463107522e-05,2.5626204217745516e-05
