,x_stderr,accuracy_score_stderr,f1_score_stderr,roc_auc_score_stderr
0,0.0,0.0,0.0,0.0
1,0.0,0.0022075445464724247,0.002568905272243153,0.0007256485499126278
2,0.0,0.002216617051109254,0.0025796393551315343,0.0007255771799589275
3,0.0,0.002216617051109254,0.0025796393551315343,0.000725565631640584
4,0.0,0.002216617051109254,0.0025796393551315343,0.0007266472070381311
5,0.0,0.0022075445464724247,0.002568905272243153,0.0007266520675241971
6,0.0,0.0022075445464724247,0.002568905272243153,0.000729137574541504
7,0.0,0.0022075445464724247,0.002568905272243153,0.0007294144482361798
8,0.0,0.0022075445464724247,0.002568905272243153,0.0007292650531750411
9,0.0,0.0022075445464724247,0.002568905272243153,0.000728244158391351
10,0.0,0.0022075445464724247,0.002568905272243153,0.0007266092912800631
11,0.0,0.0022075445464724247,0.002568905272243153,0.0007291492651538287
12,0.0,0.0022075445464724247,0.002568905272243153,0.0007286687017607854
13,0.0,0.0022075445464724247,0.002568905272243153,0.0007284026357508495
14,0.0,0.0022075445464724247,0.002568905272243153,0.0007283025248473647
15,0.0,0.002216617051109254,0.0025796393551315343,0.0007294451187211878
16,0.0,0.002216617051109254,0.0025796393551315343,0.0007285060313189435
17,0.0,0.002216617051109254,0.0025796393551315343,0.0007283036625485666
18,0.0,0.0025271921523704398,0.0029470729151309166,0.0007423051015732529
19,0.0,0.0025271921523704398,0.0029470729151309166,0.000735749057042769
20,0.0,0.0025271921523704398,0.0029470729151309166,0.0007362549776332509
21,0.0,0.002526724975704583,0.0029466840141154573,0.0007375646943791059
22,0.0,0.002526724975704583,0.0029466840141154573,0.0007415614940753054
23,0.0,0.0025271921523704398,0.0029470729151309166,0.0007418040193509173
24,0.0,0.0025271921523704398,0.0029470729151309166,0.0007331592655643205
25,0.0,0.0025271921523704398,0.002947072915130918,0.0007332997458039203
26,0.0,0.0025271921523704346,0.0029470729151309205,0.0007384297222734582
27,0.0,0.0025271921523704346,0.0029470729151309205,0.0007373390781223612
28,0.0,0.0025271921523704346,0.0029470729151309205,0.000738425416205733
29,0.0,0.0025271921523704398,0.0029470729151309166,0.0007383815405727106
30,0.0,0.002526724975704583,0.0029466840141154573,0.000738430283322806
31,0.0,0.002526724975704583,0.0029466840141154573,0.0007393123428636457
32,0.0,0.002526724975704583,0.0029466840141154573,0.0007347318430558379
33,0.0,0.002526724975704583,0.0029466840141154573,0.0007380307643844768
34,0.0,0.0025271921523704398,0.002947072915130918,0.000737419984319858
35,0.0,0.0025271921523704398,0.002947072915130918,0.0007364744005726295
36,0.0,0.002526724975704583,0.0029466840141154573,0.0007364882389046755
