,x,accuracy_score,f1_score,roc_auc_score,empirical_robustness
0,172.0,0.8518518518518519,0.8518518518518519,0.9541352637189761,0.21508640266710266
1,182.0,0.8564814814814815,0.8564814814814815,0.9577715084106326,0.21527893219448782
2,192.0,0.859375,0.859375,0.9616272859966883,0.21524715156572696
3,202.0,0.8614583333333334,0.8614583333333332,0.9642075876920504,0.21497207395983406
4,212.0,0.8626157407407407,0.8626157407407407,0.965056191769573,0.215489557543962
5,222.0,0.8643518518518517,0.8643518518518517,0.967053393344167,0.21581130326796746
6,232.0,0.8642361111111111,0.8642361111111111,0.9685390735956838,0.21564816798930134
7,242.0,0.868287037037037,0.868287037037037,0.969870779819391,0.21582705020022308
8,252.0,0.868287037037037,0.868287037037037,0.9713000835435939,0.21620951396539917
9,262.0,0.8658564814814815,0.8658564814814813,0.9719655304047938,0.21590943702834986
10,272.0,0.8667824074074073,0.8667824074074073,0.9728213993687624,0.216375904189081
11,282.0,0.8662037037037036,0.8662037037037036,0.972322083976713,0.21609975838957834
12,292.0,0.871875,0.871875,0.9730964172315459,0.2165335166469494
13,302.0,0.8724537037037037,0.8724537037037037,0.9736021386983328,0.21640228603877626
14,312.0,0.876273148148148,0.876273148148148,0.9744762580099307,0.21633820319222846
15,322.0,0.8751157407407408,0.8751157407407408,0.974498380125446,0.21610732547906303
16,332.0,0.876273148148148,0.876273148148148,0.9757816415379917,0.21637196876403136
17,342.0,0.877662037037037,0.877662037037037,0.9760145891530424,0.21629033937590741
18,352.0,0.876736111111111,0.876736111111111,0.9757623046702604,0.2160690594365028
19,362.0,0.8775462962962962,0.8775462962962962,0.9761277019107496,0.21608344785181646
20,372.0,0.8777777777777777,0.8777777777777777,0.9762097241883518,0.21608474162353547
21,382.0,0.876736111111111,0.876736111111111,0.9763290677417695,0.216166091373336
22,392.0,0.8788194444444445,0.8788194444444445,0.9771924078111821,0.21609483276206762
23,402.0,0.8792824074074075,0.8792824074074075,0.9772168393335281,0.21596617872905388
24,412.0,0.8798611111111111,0.8798611111111111,0.9770298574666686,0.2159418667989738
25,422.0,0.8805555555555555,0.8805555555555555,0.9776504733292832,0.21605470031644208
26,432.0,0.8806712962962964,0.8806712962962964,0.9776235886679832,0.21599377212455367
27,442.0,0.8825231481481481,0.8825231481481481,0.9783295790450868,0.21603478072760268
28,452.0,0.8844907407407409,0.8844907407407409,0.9784387261230322,0.2160492928698503
29,462.0,0.8844907407407409,0.8844907407407409,0.9788254396958047,0.2158427914669807
30,472.0,0.8858796296296297,0.8858796296296297,0.9788043351466678,0.215902657125466
31,482.0,0.8858796296296296,0.8858796296296296,0.9787575582573866,0.215853806479911
32,492.0,0.8862268518518519,0.8862268518518519,0.9789662467184714,0.21610361107709525
33,502.0,0.8855324074074075,0.8855324074074075,0.9792487070659257,0.2162223310126968
34,512.0,0.8840277777777776,0.8840277777777776,0.9792716620611974,0.2164573363121995
35,522.0,0.8847222222222223,0.8847222222222223,0.9794893125966251,0.21617312971128433
36,532.0,0.8856481481481481,0.8856481481481481,0.9795385741967264,0.21617173272115572
37,542.0,0.8866898148148147,0.8866898148148147,0.97995214170083,0.21617519647611733
38,552.0,0.8858796296296297,0.8858796296296297,0.9801941637392705,0.21633951691027228
39,562.0,0.8884259259259262,0.8884259259259262,0.9802624692836766,0.21624823293906842
40,572.0,0.8873842592592591,0.8873842592592591,0.9800438179543436,0.21636359393525106
41,582.0,0.888888888888889,0.888888888888889,0.980369430187254,0.21645914417663303
42,592.0,0.8892361111111111,0.8892361111111111,0.9804711638421322,0.21655278014008186
43,602.0,0.8886574074074074,0.8886574074074074,0.9806500874376376,0.21636386944752065
44,612.0,0.889699074074074,0.889699074074074,0.9808496776716245,0.21647020622382432
45,622.0,0.8898148148148148,0.8898148148148148,0.9809199817849337,0.21642594650600394
46,632.0,0.8887731481481482,0.8887731481481482,0.9805641815149178,0.21640880586467165
47,642.0,0.8905092592592592,0.8905092592592592,0.9808315748847922,0.21638656371152196
48,652.0,0.8880787037037038,0.8880787037037038,0.9806470176668303,0.21635703223488054
49,662.0,0.890625,0.890625,0.9809043998902075,0.21638832297984698
50,672.0,0.8912037037037038,0.8912037037037038,0.9810237678452689,0.21640872986333223
51,682.0,0.891087962962963,0.891087962962963,0.9809708505479071,0.21653750024639828
52,692.0,0.891550925925926,0.891550925925926,0.9808143412259396,0.21683448630344132
53,702.0,0.890625,0.890625,0.9810009030861082,0.21652969331768443
54,712.0,0.8917824074074077,0.8917824074074077,0.9811092410445047,0.2165266725856866
55,722.0,0.892361111111111,0.892361111111111,0.9815283629838465,0.21648763836269497
56,732.0,0.892824074074074,0.892824074074074,0.9811088027093227,0.21647976886081363
57,742.0,0.8925925925925927,0.8925925925925927,0.9812751000401765,0.21635488456763458
58,752.0,0.8921296296296297,0.8921296296296297,0.9813596677772372,0.21639440629881768
59,762.0,0.8929398148148149,0.8929398148148149,0.9816054308704224,0.2163523619469309
60,772.0,0.8932870370370372,0.8932870370370372,0.9818008807743791,0.21634886418852933
61,782.0,0.89375,0.89375,0.9815968080690103,0.21638175011691146
62,792.0,0.8949074074074075,0.8949074074074075,0.9821160005096174,0.21647526712880721
63,802.0,0.8942129629629632,0.8942129629629632,0.9816628115385164,0.21631035146550542
64,812.0,0.8959490740740741,0.8959490740740741,0.9820719605206266,0.21627666864226197
65,822.0,0.8954861111111111,0.8954861111111111,0.9820278993823415,0.2163467775902952
66,832.0,0.8949074074074075,0.8949074074074075,0.9820525076281651,0.216300182284458
67,842.0,0.8968749999999999,0.8968749999999999,0.9822359296145035,0.21630843537893535
68,852.0,0.8962962962962964,0.8962962962962964,0.9821496258572149,0.21611522152913903
69,862.0,0.8979166666666668,0.8979166666666668,0.9824777250497384,0.21608062863827265
70,864.0,0.899074074074074,0.899074074074074,0.9825403060407945,0.21617746462335216
