,x,accuracy_score,f1_score,roc_auc_score
0,0.0,0.0,0.0,0.0
1,0.0,0.0005333333333333429,0.0009389299890546122,0.00017037612146305234
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,1.617494824007628e-06
5,0.0,0.0,0.0,0.0
6,0.0,0.00026666666666666993,0.0002451254120025647,4.097653554175711e-05
7,0.0,0.0,0.0,0.0
8,0.0,0.0007999999999999958,0.000732343756683948,0.0
9,0.0,0.0,0.0,2.470764155748369e-06
10,0.0,0.00030550504633038866,0.00012855251265742477,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,2.470764155751016e-05
15,0.0,0.0,0.00014881408152482857,0.0003450862017475141
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.00018277691511387191
20,0.0,0.0,0.0,0.00014101096036234302
21,0.0,0.0003055050463303938,0.00027835914852236443,0.00016279210208101132
22,0.0,0.0005537749241945371,0.0004515548821204419,0.00012187990160734018
23,0.0,0.000266666666666668,0.00021392977422638628,0.00013248655136985731
24,0.0,0.0006110100926607796,0.0005578733142585298,3.023172396670454e-05
25,0.0,0.00032659863237108924,0.00029757844692708345,8.628155329565632e-05
26,0.0,0.0003265986323710906,0.00029741033333620604,3.216967281352659e-05
27,0.0,0.0,4.972394636671867e-05,0.0001346930715707665
28,0.0,0.00026666666666665947,0.00025271860598390696,0.000322772523012647
29,0.0,0.00020000000000001034,0.00021627738174389132,0.0004050976955708537
30,0.0,0.0004268749491621892,0.0004327291783115707,0.0003215380997676902
31,0.0,0.00020000000000001034,0.00023004174831729038,0.00016757971492865084
32,0.0,0.0003055050463303923,0.000273469619802703,0.00019438447761617954
33,0.0,0.00020000000000000055,0.00023013876768817037,4.043737060040964e-05
34,0.0,0.0,0.0,4.5698801113734956e-05
35,0.0,0.0,0.0,2.708733757565136e-05
36,0.0,0.0,0.0,1.4557453416142717e-05
37,0.0,0.00020000000000000055,0.00023023461594631165,0.00013101708074534518
38,0.0,0.0003999999999999991,0.00036712129943864243,0.00010209455122967593
39,0.0,0.0,0.0,2.156659765345907e-06
40,0.0,0.0,0.0,0.0
